EPISODES,DQN_runs,DQN_correct,PPO_runs,PPO_correct
1644,12,8,12,9
1645,15,8,14,11
1646,12,8,10,9
1647,12,10,12,9
1648,11,5,11,9
1649,12,6,11,10
1650,12,7,12,10
1651,9,6,8,4
1652,12,9,12,11
1653,15,7,15,14
1654,17,11,16,13
1655,15,12,15,12
1656,9,8,9,8
1657,13,10,13,10
1658,12,9,12,9
1659,10,7,12,11
1660,9,5,7,6
1661,11,6,10,9
1662,7,4,6,5
1663,12,9,10,9
1664,12,6,15,14
1665,17,10,17,14
1666,10,8,11,10
1667,12,10,12,9
1668,15,11,15,13
1669,15,12,14,11
1670,13,8,15,14
1671,14,9,14,11
1672,12,9,12,7
1673,14,6,12,11
1674,7,7,9,8
1675,12,8,12,9
1676,15,9,14,11
1677,12,9,13,10
1678,7,5,10,9
1679,14,11,15,12
1680,15,5,15,14
1681,12,7,11,10
1682,9,8,9,7
1683,13,8,15,11
1684,13,10,15,12
1685,12,9,12,8
1686,11,6,12,10
1687,11,7,13,10
1688,11,8,10,9
1689,15,10,14,13
1690,8,5,8,7
1691,18,12,16,13
1692,9,6,9,8
1693,12,8,12,9
1694,12,7,12,11
1695,15,12,15,12
1696,13,7,14,10
1697,9,5,9,8
1698,11,7,12,11
1699,12,6,12,9
1700,9,6,9,8
1701,11,6,11,10
1702,10,8,9,6
1703,15,8,15,12
1704,12,9,12,11
1705,13,4,15,14
1706,11,5,12,11
1707,15,12,15,10
1708,13,8,13,9
1709,12,6,12,11
1710,12,8,12,11
1711,11,10,11,8
1712,7,5,8,7
1713,16,14,15,12
1714,12,7,11,10
1715,18,13,18,15
1716,12,7,12,11
1717,15,10,14,11
1718,17,10,17,14
1719,15,9,14,13
1720,9,6,9,8
1721,13,7,13,9
1722,16,12,16,13
1723,10,4,10,9
1724,11,9,10,9
1725,10,8,12,9
1726,13,10,13,10
1727,9,7,9,8
1728,9,6,9,8
1729,15,8,13,10
1730,14,8,14,12
1731,13,10,12,10
1732,9,8,9,7
1733,14,10,14,11
1734,13,8,13,12
1735,14,10,14,11
1736,12,4,12,11
1737,11,5,12,11
1738,15,12,14,11
1739,9,7,9,6
1740,11,6,13,10
1741,13,6,13,12
1742,12,7,12,11
1743,15,6,15,14
1744,10,7,12,11
1745,10,7,8,7
1746,12,9,10,7
1747,9,8,9,8
1748,9,6,9,8
1749,13,8,15,12
1750,14,8,12,11
1751,9,7,12,9
1752,8,6,6,5
1753,11,8,10,7
1754,14,10,13,10
1755,8,5,8,7
1756,12,9,11,9
1757,17,8,17,15
1758,12,9,11,9
1759,12,9,12,9
1760,9,4,9,8
1761,8,5,9,7
1762,12,5,12,11
1763,12,8,12,10
1764,14,7,13,10
1765,9,7,9,8
1766,18,11,18,15
1767,10,9,11,8
1768,12,6,10,9
1769,9,6,9,8
1770,10,7,10,7
1771,12,10,13,9
1772,9,9,8,7
1773,10,7,11,10
1774,12,11,12,9
1775,12,9,12,9
1776,15,10,15,12
1777,15,11,15,12
1778,7,5,7,6
1779,12,4,12,9
1780,12,5,15,14
1781,12,11,15,12
1782,12,9,12,7
1783,15,8,15,13
1784,12,9,12,11
1785,14,8,15,14
1786,8,7,8,7
1787,11,7,11,10
1788,11,5,12,11
1789,12,7,11,8
1790,15,8,15,12
1791,12,7,12,9
1792,15,10,15,12
1793,15,10,15,12
1794,12,9,11,10
1795,12,6,12,11
1796,14,7,15,11
1797,8,7,8,7
1798,14,7,15,13
1799,13,6,14,13
1800,9,6,9,8
1801,18,11,17,14
1802,11,9,12,9
1803,12,9,11,8
1804,9,7,9,8
1805,12,8,12,11
1806,18,11,18,14
1807,12,8,12,11
1808,10,5,12,11
1809,9,6,8,7
1810,15,10,15,13
1811,9,5,8,7
1812,14,11,14,11
1813,9,4,9,8
1814,10,6,10,9
1815,10,10,10,7
1816,13,6,11,10
1817,12,8,12,9
1818,14,7,14,9
1819,13,7,14,13
1820,8,6,7,6
1821,11,9,11,10
1822,9,3,9,8
1823,14,5,15,14
1824,18,11,18,15
1825,11,4,11,10
1826,12,6,12,11
1827,11,8,11,10
1828,12,8,12,11
1829,12,8,12,11
1830,14,3,15,14
1831,15,11,14,11
1832,11,7,10,8
1833,10,5,11,10
1834,12,12,12,9
1835,12,7,15,11
1836,10,5,12,11
1837,12,9,12,11
1838,12,9,12,10
1839,15,6,12,11
1840,12,12,11,9
1841,16,9,17,14
1842,12,11,11,8
1843,9,5,9,8
1844,12,5,11,10
1845,11,7,11,8
1846,15,12,15,12
1847,14,10,14,11
1848,12,5,12,11
1849,10,7,10,7
1850,14,9,13,12
1851,15,9,15,12
1852,13,9,15,14
1853,11,10,11,8
1854,9,7,9,8
1855,15,9,15,11
1856,12,9,12,11
1857,16,10,17,14
1858,12,7,12,11
1859,6,3,6,5
1860,14,7,15,14
1861,9,7,9,8
1862,14,9,15,12
1863,11,10,11,10
1864,9,7,10,9
1865,15,12,15,12
1866,12,8,12,9
1867,15,8,15,14
1868,15,11,15,12
1869,12,6,12,10
1870,8,5,9,7
1871,15,9,15,12
1872,12,9,12,11
1873,9,7,9,8
1874,18,11,18,15
1875,15,11,14,10
1876,11,10,12,9
1877,15,9,11,10
1878,8,7,8,7
1879,6,5,8,7
1880,15,9,14,11
1881,11,7,12,9
1882,10,5,11,10
1883,11,8,11,10
1884,8,4,11,10
1885,13,8,10,7
1886,13,8,13,10
1887,12,8,12,11
1888,14,9,14,11
1889,12,6,11,10
1890,16,10,18,15
1891,15,6,15,14
1892,15,8,15,14
1893,12,6,11,10
1894,7,6,7,6
1895,12,10,11,9
1896,11,5,10,8
1897,15,9,14,11
1898,12,9,12,9
1899,13,9,14,13
1900,9,5,9,8
1901,12,9,11,8
1902,15,9,15,12
1903,15,13,15,12
1904,15,11,13,10
1905,18,11,17,14
1906,12,8,12,11
1907,12,6,11,10
1908,12,10,14,11
1909,15,9,13,10
1910,15,6,13,12
1911,9,7,9,8
1912,12,6,12,11
1913,16,8,13,10
1914,13,10,12,9
1915,14,8,14,11
1916,15,11,14,11
1917,8,6,8,7
1918,12,7,10,9
1919,9,7,10,9
1920,12,8,12,9
1921,12,8,12,11
1922,12,7,12,11
1923,15,9,15,14
1924,14,8,15,12
1925,18,13,18,13
1926,15,10,15,12
1927,12,8,10,9
1928,9,7,8,7
1929,14,7,13,10
1930,15,7,15,13
1931,12,7,12,11
1932,9,5,9,8
1933,12,7,12,10
1934,15,7,15,11
1935,9,4,9,8
1936,10,6,10,9
1937,13,8,13,10
1938,9,5,9,8
1939,12,10,10,7
1940,11,7,10,7
1941,12,7,11,9
1942,14,10,14,11
1943,11,7,11,9
1944,12,8,12,8
1945,11,7,12,11
1946,18,9,16,13
1947,15,8,15,12
1948,15,12,15,12
1949,8,5,9,8
1950,15,8,15,12
1951,15,10,15,12
1952,14,7,13,11
1953,11,11,12,9
1954,12,8,12,11
1955,11,5,10,9
1956,15,10,13,10
1957,13,8,14,11
1958,14,10,15,12
1959,9,6,12,10
1960,12,6,13,8
1961,11,10,12,8
1962,18,11,16,13
1963,10,5,9,6
1964,13,7,12,11
1965,11,9,11,8
1966,12,9,13,12
1967,12,10,12,9
1968,13,9,13,10
1969,13,9,15,11
1970,15,9,15,12
1971,18,9,18,15
1972,12,10,12,9
1973,13,9,14,11
1974,7,5,9,8
1975,14,9,15,12
1976,12,3,14,12
1977,18,11,18,15
1978,10,5,10,9
1979,12,7,11,10
1980,14,8,13,9
1981,11,5,11,10
1982,14,10,14,9
1983,8,6,8,7
1984,15,9,14,11
1985,17,14,17,14
1986,9,5,8,7
1987,12,6,12,9
1988,12,9,13,12
1989,13,10,13,12
1990,10,6,11,10
1991,12,6,11,10
1992,14,11,13,10
1993,17,9,15,12
1994,8,3,9,8
1995,12,9,12,10
1996,15,12,14,11
1997,12,5,10,9
1998,7,7,7,6
1999,8,6,11,10
2000,13,6,14,13
2001,12,8,10,9
2002,10,7,11,9
2003,12,7,11,10
2004,7,5,8,7
2005,15,10,14,10
2006,11,7,10,9
2007,15,7,15,11
2008,10,7,11,9
2009,15,12,13,10
2010,10,6,12,11
2011,12,6,11,10
2012,9,6,9,8
2013,12,6,11,10
2014,11,7,11,10
2015,10,7,12,11
2016,12,6,10,9
2017,8,4,10,9
2018,9,5,9,8
2019,11,9,11,10
2020,14,7,13,12
2021,11,9,11,10
2022,11,6,9,8
2023,13,11,12,10
2024,14,8,15,12
2025,14,11,14,11
2026,12,7,12,11
2027,13,6,14,13
2028,9,5,9,8
2029,16,10,18,15
2030,7,4,8,7
2031,16,9,18,14
2032,16,11,16,13
2033,12,7,12,9
2034,12,8,12,11
2035,10,8,10,5
2036,15,10,15,12
2037,13,10,14,11
2038,11,7,12,11
2039,11,9,12,9
2040,15,8,15,12
2041,10,8,11,8
2042,12,8,15,13
2043,18,12,18,15
2044,12,8,12,11
2045,12,6,13,12
2046,14,6,15,14
2047,11,7,12,8
2048,8,7,8,7
2049,11,5,10,9
2050,13,9,11,8
2051,13,9,11,8
2052,17,11,15,12
2053,16,9,16,13
2054,9,5,9,8
2055,10,7,12,7
2056,14,9,15,12
2057,11,7,11,10
2058,15,11,14,11
2059,10,5,12,10
2060,11,6,9,8
2061,10,5,12,11
2062,15,11,13,10
2063,9,5,8,7
2064,8,6,8,7
2065,8,5,10,9
2066,10,6,12,11
2067,14,8,15,14
2068,15,6,13,12
2069,11,9,10,7
2070,12,10,12,9
2071,12,7,10,7
2072,12,7,12,9
2073,13,9,15,12
2074,9,5,9,8
2075,8,7,6,5
2076,11,4,12,11
2077,12,7,10,9
2078,12,9,12,11
2079,12,8,12,9
2080,7,6,9,8
2081,10,7,11,8
2082,11,7,10,9
2083,12,9,12,10
2084,13,8,14,11
2085,9,5,9,8
2086,11,8,12,7
2087,7,3,7,6
2088,10,10,10,7
2089,14,6,14,13
2090,11,8,11,8
2091,12,9,10,7
2092,18,10,15,12
2093,15,9,15,12
2094,11,9,10,7
2095,9,5,8,7
2096,13,8,13,10
2097,15,9,12,9
2098,9,5,10,9
2099,13,9,14,13
2100,15,13,15,12
2101,12,9,11,8
2102,12,6,13,12
2103,9,7,8,7
2104,10,10,12,9
2105,11,8,11,10
2106,18,10,16,13
2107,12,7,14,11
2108,12,9,12,11
2109,17,12,17,14
2110,8,5,9,8
2111,12,7,12,9
2112,9,8,10,7
2113,10,6,11,10
2114,17,12,16,13
2115,12,8,14,13
2116,16,7,18,15
2117,10,7,11,10
2118,15,8,15,14
2119,8,3,9,7
2120,12,6,12,11
2121,11,10,12,11
2122,9,6,9,8
2123,12,9,12,9
2124,15,6,14,12
2125,9,5,9,8
2126,12,4,11,10
2127,18,11,18,15
2128,14,6,14,12
2129,17,12,18,15
2130,14,7,13,12
2131,9,6,9,8
2132,12,7,10,9
2133,12,8,12,9
2134,14,10,15,12
2135,8,6,9,8
2136,13,9,13,12
2137,15,8,13,12
2138,11,7,10,7
2139,7,6,9,8
2140,15,8,15,13
2141,11,7,11,10
2142,11,7,10,9
2143,15,9,14,13
2144,7,6,8,7
2145,11,8,10,7
2146,9,6,9,8
2147,9,6,8,7
2148,15,8,15,12
2149,15,11,13,10
2150,12,8,12,8
2151,14,10,15,12
2152,11,7,12,11
2153,11,5,11,10
2154,9,4,10,9
2155,9,7,8,7
2156,9,6,11,8
2157,17,12,17,13
2158,15,13,14,11
2159,12,11,12,9
2160,15,7,15,12
2161,12,8,12,10
2162,14,9,14,11
2163,18,12,17,14
2164,11,6,11,10
2165,15,9,15,12
2166,8,8,8,5
2167,12,9,12,9
2168,14,11,15,11
2169,15,8,15,12
2170,15,10,15,12
2171,18,12,18,15
2172,9,5,9,8
2173,12,8,11,8
2174,15,6,13,12
2175,12,9,12,11
2176,11,7,11,10
2177,8,4,8,7
2178,9,5,8,7
2179,12,9,12,11
2180,12,7,12,9
2181,11,7,12,9
2182,11,7,12,11
2183,14,5,13,12
2184,15,12,14,11
2185,11,6,12,11
2186,12,8,13,10
2187,12,6,11,10
2188,15,10,15,12
2189,9,4,11,10
2190,8,4,9,7
2191,14,10,10,7
2192,11,8,10,7
2193,9,5,9,8
2194,6,4,7,6
2195,10,8,9,8
2196,9,5,8,7
2197,15,9,15,12
2198,11,6,10,9
2199,12,9,11,8
2200,12,8,13,10
2201,15,9,14,11
2202,11,8,10,7
2203,11,7,10,8
2204,11,8,10,7
2205,8,4,8,7
2206,12,6,12,9
2207,12,7,12,10
2208,12,9,11,8
2209,10,7,10,7
2210,8,4,11,10
2211,10,5,10,9
2212,13,11,12,9
2213,10,9,12,9
2214,11,8,12,9
2215,12,10,10,7
2216,11,9,12,11
2217,12,8,10,8
2218,12,4,12,11
2219,14,10,13,12
2220,12,10,11,8
2221,12,9,9,5
2222,11,7,13,10
2223,11,8,11,8
2224,13,9,14,13
2225,17,10,17,13
2226,12,8,12,9
2227,14,8,14,13
2228,7,6,6,4
2229,15,9,14,11
2230,15,11,14,11
2231,12,9,12,9
2232,14,9,13,9
2233,11,10,12,9
2234,14,12,14,11
2235,14,10,15,12
2236,14,8,14,11
2237,15,11,13,10
2238,14,9,11,7
2239,9,7,9,8
2240,13,8,14,11
2241,14,9,13,10
2242,11,7,11,10
2243,11,8,10,8
2244,8,7,10,7
2245,7,4,8,7
2246,11,9,11,8
2247,14,11,15,12
2248,11,7,11,10
2249,12,6,12,11
2250,12,8,14,11
2251,11,7,12,9
2252,12,8,12,9
2253,14,11,14,11
2254,15,10,15,12
2255,15,11,10,7
2256,7,4,9,8
2257,10,4,12,11
2258,11,8,11,8
2259,15,10,15,12
2260,13,10,14,11
2261,15,9,15,12
2262,15,9,14,11
2263,15,11,14,11
2264,10,9,10,7
2265,10,5,10,9
2266,12,7,11,8
2267,10,4,9,8
2268,11,9,8,7
2269,9,3,11,9
2270,17,11,18,15
2271,11,5,11,9
2272,13,6,14,13
2273,15,8,13,10
2274,9,6,11,10
2275,18,12,18,15
2276,8,5,9,8
2277,10,8,11,10
2278,14,11,13,10
2279,9,4,8,5
2280,9,6,9,8
2281,18,9,18,14
2282,14,9,15,14
2283,17,11,17,14
2284,13,8,15,12
2285,12,6,11,10
2286,9,7,10,9
2287,10,7,11,10
2288,15,11,15,12
2289,12,6,11,10
2290,12,8,10,8
2291,12,7,12,9
2292,12,7,12,9
2293,12,8,12,8
2294,15,8,15,14
2295,15,9,15,13
2296,13,8,15,13
2297,15,12,15,14
2298,12,6,11,10
2299,12,7,12,11
2300,17,15,15,12
2301,10,5,12,11
2302,11,7,10,9
2303,16,11,14,10
2304,15,9,17,14
2305,15,11,15,12
2306,11,9,12,10
2307,17,8,18,16
2308,18,13,17,14
2309,9,5,9,8
2310,17,13,18,15
2311,15,12,14,11
2312,8,5,9,8
2313,18,12,18,15
2314,15,11,15,12
2315,15,8,15,12
2316,9,5,9,7
2317,11,5,12,10
2318,10,5,11,10
2319,15,9,14,11
2320,9,6,9,8
2321,14,10,14,11
2322,12,7,12,9
2323,11,7,10,9
2324,9,4,9,8
2325,15,9,13,10
2326,13,10,15,12
2327,13,11,14,13
2328,12,8,11,9
2329,8,5,8,7
2330,14,8,15,12
2331,12,9,11,10
2332,12,5,14,13
2333,9,4,9,8
2334,12,9,11,9
2335,17,11,17,14
2336,14,8,14,13
2337,11,5,11,9
2338,12,8,11,8
2339,12,9,12,9
2340,9,5,8,7
2341,12,6,10,9
2342,10,7,12,9
2343,14,11,15,12
2344,12,10,12,9
2345,12,7,12,11
2346,18,14,17,14
2347,11,5,10,8
2348,14,10,13,10
2349,14,10,15,12
2350,11,8,11,8
2351,12,8,12,9
2352,11,7,12,9
2353,12,7,11,8
2354,12,9,10,9
2355,11,9,11,7
2356,9,4,9,8
2357,14,6,15,14
2358,14,7,14,12
2359,11,8,12,9
2360,12,7,11,8
2361,14,10,13,10
2362,12,9,11,10
2363,13,10,13,10
2364,15,8,15,12
2365,7,6,7,6
2366,11,6,12,11
2367,9,6,10,9
2368,10,8,9,8
2369,11,8,12,10
2370,8,7,8,7
2371,12,8,11,10
2372,9,6,9,8
2373,14,9,12,11
2374,13,7,15,10
2375,14,10,15,12
2376,9,6,8,6
2377,11,6,12,11
2378,8,4,9,8
2379,13,5,13,12
2380,9,6,8,7
2381,10,7,11,10
2382,11,7,12,11
2383,14,10,15,12
2384,12,9,12,9
2385,9,7,9,8
2386,9,8,8,7
2387,9,6,9,8
2388,11,7,13,10
2389,7,6,7,6
2390,9,6,8,7
2391,15,9,13,12
2392,11,6,11,10
2393,12,6,12,11
2394,13,11,14,11
2395,9,5,9,8
2396,14,6,12,11
2397,9,7,9,8
2398,15,9,15,12
2399,13,9,15,12
2400,8,4,10,9
2401,12,8,11,8
2402,10,8,10,7
2403,14,11,12,9
2404,18,9,17,14
2405,12,8,11,8
2406,13,12,14,11
2407,14,8,12,11
2408,8,5,10,9
2409,15,8,13,12
2410,15,9,15,14
2411,15,11,15,12
2412,14,11,15,12
2413,7,5,8,7
2414,15,9,15,12
2415,16,11,17,14
2416,10,4,12,11
2417,4,4,7,6
2418,10,7,11,10
2419,9,5,9,8
2420,12,9,12,10
2421,9,5,9,8
2422,17,10,17,14
2423,11,7,12,10
2424,8,4,8,7
2425,16,10,17,14
2426,8,6,8,7
2427,7,3,8,7
2428,11,7,11,9
2429,10,8,12,9
2430,8,6,9,8
2431,7,3,9,7
2432,8,4,8,7
2433,11,6,9,8
2434,11,9,12,9
2435,9,4,9,8
2436,15,12,14,10
2437,11,8,9,8
2438,12,10,11,8
2439,14,10,13,10
2440,8,6,8,7
2441,12,7,13,12
2442,10,7,10,9
2443,7,4,6,5
2444,8,6,8,7
2445,12,8,11,10
2446,12,4,12,11
2447,8,6,7,6
2448,12,9,10,7
2449,9,3,8,7
2450,11,8,12,9
2451,12,9,11,9
2452,10,5,9,8
2453,12,8,12,9
2454,10,9,10,7
2455,9,6,11,9
2456,14,8,15,12
2457,12,9,12,9
2458,12,8,12,11
2459,14,10,15,11
2460,9,7,9,8
2461,9,5,9,8
2462,12,6,13,12
2463,12,9,12,11
2464,12,7,11,10
2465,8,7,9,8
2466,16,10,17,14
2467,11,5,10,9
2468,17,10,17,14
2469,11,5,11,10
2470,15,10,15,13
2471,11,4,11,9
2472,13,9,14,11
2473,10,6,11,10
2474,11,7,12,9
2475,11,10,11,8
2476,8,5,8,7
2477,15,9,14,11
2478,15,11,15,12
2479,9,6,9,8
2480,16,12,16,13
2481,8,5,8,7
2482,11,9,10,7
2483,15,11,14,11
2484,14,10,15,12
2485,9,5,9,8
2486,15,6,14,13
2487,12,7,12,9
2488,13,9,13,10
2489,9,6,8,7
2490,9,4,9,8
2491,14,11,12,10
2492,9,6,8,7
2493,15,9,14,13
2494,9,5,9,8
2495,12,8,10,9
2496,11,9,9,8
2497,12,8,11,10
2498,8,5,8,7
2499,15,8,14,11
2500,15,9,14,11
2501,12,9,12,9
2502,13,9,13,10
2503,12,11,11,6
2504,9,8,9,8
2505,15,12,15,12
2506,13,8,15,14
2507,12,10,12,9
2508,14,8,14,13
2509,10,6,10,9
2510,12,6,12,11
2511,12,8,12,9
2512,11,8,12,9
2513,9,6,9,8
2514,18,10,18,15
2515,14,8,14,13
2516,12,7,12,11
2517,15,9,14,13
2518,11,8,13,12
2519,8,5,11,10
2520,10,6,10,9
2521,18,13,18,15
2522,13,8,13,10
2523,8,6,7,6
2524,15,9,15,13
2525,12,7,11,9
2526,8,5,9,8
2527,15,9,14,11
2528,11,7,10,9
2529,12,7,12,11
2530,15,7,15,12
2531,12,5,12,11
2532,12,9,11,8
2533,17,10,17,13
2534,12,9,12,11
2535,12,10,12,9
2536,8,6,9,8
2537,18,13,18,13
2538,15,10,14,12
2539,14,10,13,10
2540,11,7,11,10
2541,15,10,14,11
2542,15,9,14,11
2543,10,6,11,10
2544,15,8,15,14
2545,12,5,12,11
2546,12,6,12,11
2547,15,7,15,14
2548,14,9,14,11
2549,9,6,10,9
2550,10,6,11,10
2551,6,3,6,5
2552,11,8,13,12
2553,15,8,15,14
2554,12,9,14,11
2555,9,8,8,7
2556,11,7,10,9
2557,11,5,12,11
2558,14,8,12,11
2559,15,9,15,14
2560,15,12,14,11
2561,12,9,12,9
2562,12,6,12,11
2563,9,6,9,8
2564,14,7,14,13
2565,9,8,9,8
2566,14,6,15,14
2567,9,5,9,8
2568,11,7,11,8
2569,18,11,18,15
2570,12,8,11,10
2571,12,9,12,11
2572,9,4,9,8
2573,12,7,15,14
2574,12,7,12,11
2575,12,7,10,9
2576,14,8,11,10
2577,8,6,7,6
2578,10,6,9,8
2579,13,11,13,10
2580,9,6,8,7
2581,11,6,12,11
2582,17,10,18,15
2583,15,9,14,11
2584,14,9,14,13
2585,9,7,11,10
2586,11,6,11,10
2587,18,12,18,15
2588,15,11,14,11
2589,14,9,15,12
2590,9,6,9,8
2591,6,3,6,5
2592,8,5,9,8
2593,15,10,15,12
2594,9,5,9,8
2595,12,7,12,11
2596,12,6,11,10
2597,15,11,15,12
2598,12,6,12,11
2599,13,9,14,11
2600,10,5,9,8
2601,11,8,10,9
2602,11,6,12,11
2603,12,11,12,10
2604,9,6,8,7
2605,15,9,14,10
2606,13,8,13,10
2607,10,9,10,9
2608,15,11,14,11
2609,8,5,7,6
2610,12,9,9,7
2611,9,5,9,8
2612,12,7,11,8
2613,15,12,15,12
2614,15,11,15,12
2615,10,9,12,11
2616,12,7,12,11
2617,12,7,12,11
2618,9,7,9,8
2619,15,8,15,12
2620,10,7,12,11
2621,14,12,13,10
2622,15,10,13,10
2623,11,10,9,6
2624,10,6,9,8
2625,14,9,14,11
2626,18,10,18,15
2627,15,10,14,11
2628,15,10,14,11
2629,10,7,11,10
2630,15,10,14,11
2631,15,9,13,10
2632,14,8,13,12
2633,18,13,17,14
2634,11,5,10,9
2635,7,5,8,7
2636,12,6,11,10
2637,11,7,10,9
2638,12,9,11,10
2639,15,9,15,12
2640,12,6,11,10
2641,18,9,17,13
2642,8,8,8,7
2643,11,8,12,11
2644,12,8,11,8
2645,10,7,10,9
2646,12,9,12,9
2647,12,10,12,9
2648,15,10,14,11
2649,13,8,13,10
2650,7,4,7,6
2651,12,5,14,13
2652,11,7,12,8
2653,11,8,10,7
2654,11,7,9,8
2655,11,8,11,10
2656,11,6,11,10
2657,12,9,13,10
2658,12,9,12,9
2659,11,8,9,8
2660,11,4,11,10
2661,13,8,14,13
2662,14,11,14,11
2663,12,9,11,8
2664,12,7,12,11
2665,8,4,6,5
2666,11,6,11,10
2667,12,4,12,11
2668,11,6,12,11
2669,15,11,15,12
2670,8,4,9,8
2671,12,7,12,11
2672,9,6,9,8
2673,18,13,18,15
2674,15,6,15,13
2675,12,8,12,9
2676,15,10,14,11
2677,14,8,14,13
2678,10,5,10,9
2679,15,8,14,13
2680,11,6,9,6
2681,11,5,12,11
2682,9,7,9,8
2683,13,9,13,10
2684,10,3,12,11
2685,10,9,9,6
2686,13,5,13,12
2687,9,7,10,7
2688,9,7,6,5
2689,11,7,10,7
2690,7,5,7,6
2691,11,7,14,13
2692,15,10,13,10
2693,12,7,12,11
2694,14,7,13,11
2695,10,5,12,11
2696,12,9,12,9
2697,8,4,8,7
2698,12,6,12,11
2699,9,6,8,7
2700,12,8,12,9
2701,12,7,12,11
2702,11,8,11,8
2703,17,11,17,14
2704,12,7,12,11
2705,15,11,15,12
2706,7,4,8,7
2707,15,7,13,12
2708,13,10,15,12
2709,14,11,15,14
2710,10,5,11,10
2711,12,9,12,9
2712,11,8,10,8
2713,12,7,11,10
2714,12,5,12,10
2715,13,6,15,14
2716,14,7,11,10
2717,11,7,12,10
2718,14,7,14,10
2719,17,10,17,14
2720,13,7,12,11
2721,15,12,13,10
2722,9,6,6,5
2723,13,9,13,12
2724,9,6,7,6
2725,16,10,17,14
2726,9,5,9,8
2727,7,4,9,8
2728,14,10,14,11
2729,15,11,15,12
2730,18,13,16,13
2731,8,6,9,8
2732,10,8,11,10
2733,9,6,9,8
2734,15,9,15,12
2735,11,9,11,10
2736,12,7,11,10
2737,12,8,11,10
2738,12,6,12,11
2739,12,4,12,11
2740,12,7,10,9
2741,12,8,11,10
2742,11,5,12,11
2743,18,11,16,12
2744,12,7,12,11
2745,8,6,9,8
2746,12,9,12,9
2747,11,9,9,6
2748,15,12,15,12
2749,15,14,15,14
2750,15,11,14,11
2751,15,8,15,12
2752,12,8,12,9
2753,13,5,15,14
2754,15,11,14,11
2755,11,8,11,8
2756,10,8,11,10
2757,11,7,11,8
2758,11,5,11,10
2759,10,7,12,9
2760,17,13,18,15
2761,15,8,15,12
2762,12,8,12,11
2763,11,8,12,9
2764,11,7,11,10
2765,12,7,12,11
2766,12,7,11,10
2767,11,8,14,11
2768,16,7,16,13
2769,12,5,12,11
2770,18,11,18,15
2771,14,10,13,10
2772,8,5,9,8
2773,15,10,15,12
2774,15,12,15,12
2775,15,13,14,11
2776,12,7,12,10
2777,15,11,15,12
2778,12,9,11,8
2779,15,6,15,14
2780,11,6,12,11
2781,12,10,12,9
2782,12,11,12,9
2783,9,5,9,8
2784,12,8,12,9
2785,12,7,12,11
2786,11,7,12,11
2787,15,12,14,13
2788,14,7,14,11
2789,9,4,9,8
2790,11,8,14,13
2791,15,7,14,13
2792,13,11,14,13
2793,12,9,12,11
2794,9,4,9,8
2795,9,6,9,8
2796,8,5,8,7
2797,12,8,12,11
2798,12,9,11,8
2799,13,9,13,10
2800,11,6,12,11
2801,14,10,14,13
2802,17,8,18,14
2803,8,4,9,8
2804,15,7,14,13
2805,15,10,15,12
2806,9,7,9,8
2807,15,10,15,12
2808,11,8,10,7
2809,12,8,11,10
2810,12,7,11,10
2811,8,6,8,7
2812,12,6,10,8
2813,12,7,12,9
2814,12,8,12,11
2815,14,11,13,10
2816,11,6,12,11
2817,18,13,18,15
2818,11,7,11,10
2819,12,9,12,11
2820,15,10,14,11
2821,8,4,8,7
2822,14,10,14,11
2823,12,7,12,9
2824,12,9,12,9
2825,10,5,11,10
2826,12,5,11,10
2827,12,8,12,9
2828,15,8,13,10
2829,11,6,12,11
2830,17,10,16,13
2831,7,6,8,7
2832,11,7,11,10
2833,12,8,12,9
2834,12,8,12,11
2835,11,7,11,9
2836,8,6,8,7
2837,11,8,10,7
2838,8,5,8,7
2839,9,8,9,8
2840,14,9,13,10
2841,14,12,14,11
2842,12,8,15,12
2843,11,7,9,8
2844,11,9,8,5
2845,15,10,15,13
2846,15,9,15,12
2847,17,11,17,14
2848,12,7,12,9
2849,15,7,15,12
2850,9,6,11,10
2851,17,13,17,14
2852,13,8,14,13
2853,15,8,15,14
2854,9,6,9,8
2855,14,5,15,14
2856,13,6,15,14
2857,12,7,12,9
2858,12,6,12,9
2859,15,12,13,11
2860,8,6,11,10
2861,13,8,13,10
2862,18,13,16,13
2863,11,9,9,6
2864,12,10,12,9
2865,14,10,12,9
2866,11,9,13,10
2867,11,6,12,11
2868,10,8,9,6
2869,9,7,9,8
2870,17,12,15,12
2871,18,11,18,14
2872,18,9,18,15
2873,12,9,12,9
2874,15,11,15,12
2875,17,11,18,15
2876,11,7,9,8
2877,13,10,13,10
2878,13,8,12,11
2879,11,8,12,9
2880,9,7,9,8
2881,12,10,12,9
2882,12,5,11,10
2883,14,8,13,12
2884,15,9,15,12
2885,17,11,17,14
2886,12,10,12,11
2887,14,10,15,12
2888,15,8,15,14
2889,15,12,15,12
2890,12,9,12,9
2891,12,7,12,9
2892,11,9,10,9
2893,13,9,13,10
2894,9,7,8,7
2895,8,5,8,7
2896,9,6,8,7
2897,17,12,17,14
2898,13,10,12,9
2899,10,9,11,7
2900,9,6,9,8
2901,12,6,10,9
2902,9,6,9,8
2903,15,7,15,14
2904,8,5,9,8
2905,9,8,9,8
2906,12,8,7,6
2907,11,6,10,9
2908,14,8,10,9
2909,9,6,9,7
2910,13,10,13,10
2911,12,6,10,9
2912,10,7,11,8
